Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
Kepler-103 b,,,,0.3,0.031,,,2.928,15.9654,4.5271,10.9,501.93,5845.0,4.16,True,nexsci
Kepler-103 c,,,,0.46,0.114,,,3.127,179.612,13.4909,10.9,501.93,5845.0,4.16,True,nexsci
Kepler-1040 b,,,,0.19,0.0157,,,3.051,201.1214,10.5749,11.8,473.0,5694.0,4.47,True,nexsci
Kepler-1041 b,,,,0.26,0.0282,,,3.008,24.7576,7.361,13.0,979.0,5957.0,4.4,True,nexsci
Kepler-1042 b,,,,0.2,0.0171,,,3.047,10.132,3.1376,13.4,659.0,4815.0,4.61,True,nexsci
Kepler-1043 b,,,,0.23,0.0221,,,3.027,38.5053,5.9729,13.2,838.0,5629.0,4.5,True,nexsci
Kepler-1044 b,,,,0.24,0.0239,,,3.019,6.7741,2.6196,13.9,1507.0,5985.0,4.38,True,nexsci
Kepler-1045 b,,,,0.24,0.0242,,,3.018,26.4105,2.9959,13.8,971.0,5301.0,4.55,True,nexsci
Kepler-1046 b,,,,0.15,0.0112,,,3.074,14.3751,2.9658,11.7,518.0,5913.0,4.42,True,nexsci
Kepler-1047 b,,,,0.19,0.0158,,,3.054,56.1887,6.089,11.8,566.0,5754.0,4.37,True,nexsci
Kepler-1047 c,,,,0.09,0.00295,,,2.975,3.189,2.4912,11.8,566.0,5754.0,4.37,True,nexsci
Kepler-1048 b,,,,0.14,0.0101,,,3.082,6.921,4.2469,12.4,415.0,4651.0,4.62,True,nexsci
Kepler-1049 b,,,,0.09,0.00254,,,2.94,3.2735,1.7732,11.2,129.0,3864.0,4.77,True,nexsci
Kepler-104 b,0.0,0.002,0.006,0.28,0.062,1241.0,1044.0,3.302,11.4275,4.5598,11.2,405.42,5711.0,4.11,True,nexsci
Kepler-104 c,0.0,0.001,0.011,0.28,0.0313,973.0,818.0,2.999,23.6682,5.7818,11.2,405.42,5711.0,4.11,True,nexsci
Kepler-104 d,0.0,0.001,0.012,0.32,0.0394,751.0,631.0,2.982,51.7554,7.3501,11.2,405.42,5711.0,4.11,True,nexsci
Kepler-1050 b,,,,0.14,0.01,,,3.084,15.3788,4.373,11.7,555.0,6010.0,4.37,True,nexsci
Kepler-1050 c,,,,0.13,0.00879,,,3.097,21.1285,3.7891,11.7,555.0,6010.0,4.37,True,nexsci
Kepler-1051 b,,,,0.3,0.0361,,,2.989,25.962,6.2696,12.0,1021.0,6675.0,4.12,True,nexsci
Kepler-1052 b,,,,0.26,0.028,,,3.008,34.8538,5.3577,13.3,1051.0,5888.0,4.42,True,nexsci
Kepler-1053 b,,,,0.09,0.00284,,,2.968,2.4144,1.2248,10.6,171.0,4529.0,4.63,True,nexsci
Kepler-1054 b,,,,0.23,0.0233,,,3.019,4.3066,4.0697,12.7,1050.0,6209.0,4.26,True,nexsci
Kepler-1055 b,,,,0.11,0.00642,,,3.119,2.295,1.6459,11.6,422.0,5723.0,4.49,True,nexsci
Kepler-1056 b,,,,0.27,0.0293,,,3.002,27.4956,5.0239,12.8,971.0,6127.0,4.33,True,nexsci
Kepler-1057 b,,,,0.3,0.0354,,,2.989,14.0883,4.1615,13.9,1462.0,5987.0,4.38,True,nexsci
Kepler-1058 b,,,,0.24,0.0247,,,3.016,110.9655,12.841,13.0,525.0,4644.0,4.63,True,nexsci
Kepler-1059 b,,,,0.15,0.0115,,,3.08,3.7642,2.0596,13.4,673.0,4906.0,4.61,True,nexsci
Kepler-105 b,0.002,0.007,0.142,0.43,0.016,1227.0,1032.0,2.333,5.4122,2.8105,11.5,465.33,5827.0,4.35,True,nexsci
Kepler-105 c,0.0,0.0,0.003,0.12,0.01447,1166.0,980.0,3.418,7.1262,2.807,11.5,465.33,5827.0,4.35,True,nexsci
Kepler-1060 b,,,,0.21,0.0197,,,3.036,46.8779,9.635,13.0,861.0,5797.0,4.44,True,nexsci
Kepler-1061 b,,,,0.18,0.0144,,,3.057,2.758,2.2906,11.9,585.0,6067.0,4.42,True,nexsci
Kepler-1062 b,,,,0.16,0.0118,,,3.074,9.3041,1.8914,12.3,388.0,4597.0,4.62,True,nexsci
Kepler-1063 b,,,,0.13,0.00889,,,3.095,14.0797,1.3354,10.8,365.0,5945.0,4.37,True,nexsci
Kepler-1064 b,,,,0.14,0.00951,,,3.093,16.5408,2.544,11.8,374.0,5153.0,4.57,True,nexsci
Kepler-1065 b,,,,0.33,0.0422,,,2.975,3.6093,1.7448,13.7,1078.0,5635.0,4.49,True,nexsci
Kepler-1065 c,,,,0.14,0.01,,,3.084,2.3703,1.8449,13.7,1078.0,5635.0,4.49,True,nexsci
Kepler-1066 b,,,,0.21,0.0194,,,3.033,1.9316,1.6283,11.4,399.0,5762.0,4.45,True,nexsci
Kepler-1067 b,,,,0.07,0.00137,,,2.828,0.7621,1.0759,12.7,689.0,5592.0,4.49,True,nexsci
Kepler-1068 b,,,,0.32,0.0403,,,2.978,16.9234,4.0618,14.2,1532.0,5806.0,4.43,True,nexsci
Kepler-1069 b,,,,0.14,0.01,,,3.084,23.899,15.7219,11.5,435.0,5722.0,4.46,True,nexsci
Kepler-106 b,,,,0.07,0.01668,,,3.89,6.1649,3.227,11.4,449.98,5858.0,4.41,True,nexsci
Kepler-106 c,,,,0.22,0.033,,,3.216,13.5708,3.1989,11.4,449.98,5858.0,4.41,True,nexsci
Kepler-106 d,,,,0.09,0.02549,,,3.942,23.9802,4.6109,11.4,449.98,5858.0,4.41,True,nexsci
Kepler-106 e,,,,0.23,0.035,,,3.222,43.8445,6.4175,11.4,449.98,5858.0,4.41,True,nexsci
Kepler-1070 b,,,,0.15,0.0115,,,3.08,6.2216,3.2606,12.7,1040.0,6261.0,4.27,True,nexsci
Kepler-1071 b,,,,0.21,0.0197,,,3.036,6.18,2.1059,13.8,964.0,5215.0,4.56,True,nexsci
Kepler-1072 b,,,,0.14,0.00982,,,3.088,1.5691,2.7835,12.6,976.0,6199.0,4.27,True,nexsci
Kepler-1073 b,,,,0.2,0.0186,,,3.04,8.6789,3.4818,12.9,837.0,5792.0,4.44,True,nexsci
Kepler-1073 c,,,,0.15,0.0105,,,3.087,4.0258,2.7665,12.9,837.0,5792.0,4.44,True,nexsci
Kepler-1074 b,,,,0.11,0.0066,,,3.115,5.9457,2.1737,12.1,245.0,4002.0,4.7,True,nexsci
Kepler-1075 b,,,,0.13,0.00819,,,3.1,1.5237,1.4652,12.4,265.0,3959.0,4.72,True,nexsci
Kepler-1076 b,,,,0.07,0.00137,,,2.828,6.1473,2.7627,10.7,199.0,4868.0,4.6,True,nexsci
Kepler-1077 b,,,,0.25,0.0255,,,3.015,34.3512,4.2221,13.5,1098.0,5816.0,4.43,True,nexsci
Kepler-1078 b,,,,0.17,0.0134,,,3.06,3.0073,4.3361,13.9,1215.0,5612.0,4.49,True,nexsci
Kepler-1079 b,,,,0.14,0.0104,,,3.089,13.245,4.367,11.1,481.0,5758.0,4.21,True,nexsci
Kepler-107 b,0.001,0.001,0.005,0.14,0.01104,1896.0,1595.0,3.164,3.18,3.633,11.1,525.5,5854.0,4.21,True,nexsci
Kepler-107 c,0.001,0.001,0.002,0.14,0.02954,1642.0,1380.0,3.56,4.9015,4.269,11.1,525.5,5854.0,4.21,True,nexsci
Kepler-107 d,0.0,0.0,0.001,0.08,0.01196,1397.0,1174.0,3.699,7.9584,4.3841,11.1,525.5,5854.0,4.21,True,nexsci
Kepler-107 e,0.0,0.001,0.012,0.26,0.02706,1137.0,956.0,3.0,14.7491,6.117,11.1,525.5,5854.0,4.21,True,nexsci
Kepler-1080 b,,,,0.29,0.0339,,,2.991,77.2548,10.2941,12.2,688.0,5956.0,4.35,True,nexsci
Kepler-1081 b,,,,0.09,0.00317,,,2.987,3.8569,1.9839,11.9,425.0,5345.0,4.54,True,nexsci
Kepler-1082 b,,,,0.1,0.00459,,,3.056,1.5432,2.6094,12.0,628.0,5923.0,4.33,True,nexsci
Kepler-1083 b,,,,0.3,0.0354,,,2.989,33.4178,4.549,13.8,912.0,5049.0,4.58,True,nexsci
Kepler-1084 b,,,,0.1,0.00444,,,3.05,2.0533,2.3751,10.8,427.0,6113.0,4.27,True,nexsci
Kepler-1085 b,,,,0.64,0.13,,,2.89,219.3218,12.3581,13.9,1518.0,6000.0,4.37,True,nexsci
Kepler-1086 b,,,,0.22,0.0205,,,3.029,18.7843,3.2339,12.9,464.0,4350.0,4.65,True,nexsci
Kepler-1086 c,,,,0.26,0.0282,,,3.008,161.5163,6.456,12.9,464.0,4350.0,4.65,True,nexsci
Kepler-1087 b,,,,0.05,0.00052,,,2.645,0.6938,1.5236,11.2,354.0,5589.0,4.48,True,nexsci
Kepler-1088 b,,,,0.13,0.00819,,,3.1,23.1275,4.9231,10.5,300.0,5975.0,4.4,True,nexsci
Kepler-1089 b,,,,0.16,0.0126,,,3.07,5.1325,1.631,12.4,227.0,3753.0,4.76,True,nexsci
Kepler-108 b,0.0,0.004,0.024,0.77,0.176,919.0,773.0,2.864,49.1839,11.2776,11.0,729.0,5854.0,3.9,True,nexsci
Kepler-108 c,0.0,0.001,0.016,0.73,0.16,585.0,492.0,2.872,190.3235,15.234,11.0,729.0,5854.0,3.9,True,nexsci
Kepler-1090 b,,,,0.2,0.0179,,,3.041,198.6802,8.287,13.1,702.0,5321.0,4.55,True,nexsci
Kepler-1091 b,,,,0.13,0.00859,,,3.1,1.4347,1.8811,13.1,915.0,5851.0,4.42,True,nexsci
Kepler-1092 b,,,,0.18,0.0155,,,3.05,58.6018,5.543,13.1,914.0,5862.0,4.44,True,nexsci
Kepler-1093 b,,,,0.17,0.014,,,3.059,25.0825,6.3571,12.5,848.0,6166.0,4.33,True,nexsci
Kepler-1093 c,,,,0.17,0.0142,,,3.06,89.7223,10.6781,12.5,848.0,6166.0,4.33,True,nexsci
Kepler-1094 b,,,,0.28,0.0322,,,2.995,78.1,8.322,13.5,1371.0,6112.0,4.33,True,nexsci
Kepler-1095 b,,,,0.11,0.00606,,,3.11,4.271,2.2736,12.9,758.0,5658.0,4.48,True,nexsci
Kepler-1096 b,,,,0.11,0.00651,,,3.117,2.8922,1.3657,12.4,344.0,4306.0,4.66,True,nexsci
Kepler-1097 b,,,,0.29,0.0336,,,2.993,187.747,5.4079,13.3,738.0,5211.0,4.57,True,nexsci
Kepler-1098 b,,,,0.12,0.00705,,,3.113,2.5431,2.7494,13.1,876.0,5794.0,4.45,True,nexsci
Kepler-1099 b,,,,0.25,0.0264,,,3.013,2.1685,1.6611,13.7,1209.0,5837.0,4.45,True,nexsci
Kepler-109 b,,,,0.21,0.02297,,,3.107,6.4816,3.649,11.0,481.4,5952.0,4.21,True,nexsci
Kepler-109 c,,,,0.23,0.06859,,,3.526,21.2227,6.4913,11.0,481.4,5952.0,4.21,True,nexsci
Kepler-10 b,0.014,0.004,0.013,0.13,0.0145,2533.0,2130.0,3.314,0.8375,1.812,9.5,186.5,5627.0,4.35,True,nexsci
K2-285 b,0.002,0.006,0.028,0.23,0.03046,1298.0,1091.0,3.151,3.4717,2.18,10.0,155.65,4975.0,4.4,True,nexsci
Kepler-10 c,0.0,0.001,0.008,0.21,0.054,677.0,569.0,3.482,45.2943,6.8714,9.5,186.5,5627.0,4.35,True,nexsci
Kepler-1100 b,,,,0.16,0.0117,,,3.076,6.422,2.6602,12.5,940.0,6247.0,4.26,True,nexsci
TOI 150.01,0.1,0.113,0.031,1.25,2.51,1673.0,1406.0,3.597,5.8575,5.99,9.9,336.0,6255.0,4.13,True,nexsci
Kepler-1101 b,,,,0.22,0.021,,,3.032,81.3151,5.7619,13.3,897.0,5614.0,4.5,True,nexsci
Kepler-1102 b,,,,0.24,0.0238,,,3.021,51.3286,9.439,13.4,986.0,5724.0,4.48,True,nexsci
Kepler-1103 b,,,,0.2,0.0182,,,3.039,19.7919,3.1721,12.7,921.0,6092.0,4.36,True,nexsci
Kepler-1104 b,,,,0.11,0.00642,,,3.119,5.0373,1.8848,11.0,516.0,6417.0,4.25,True,nexsci
Kepler-1105 b,,,,0.18,0.0148,,,3.059,4.4216,2.0749,12.4,369.0,4299.0,4.62,True,nexsci
Kepler-1106 b,,,,0.15,0.0106,,,3.085,1.2528,2.0755,13.2,1168.0,6104.0,4.35,True,nexsci
Kepler-1107 b,,,,0.12,0.00742,,,3.106,0.571,1.0421,12.2,457.0,5268.0,4.55,True,nexsci
Kepler-1108 b,,,,0.13,0.00859,,,3.1,4.5101,2.1605,13.2,764.0,5406.0,4.54,True,nexsci
Kepler-1109 b,,,,0.2,0.0171,,,3.047,37.6467,6.1171,12.7,797.0,5893.0,4.41,True,nexsci
Kepler-110 b,0.0,0.001,0.006,0.16,0.0126,1120.0,942.0,3.07,12.6911,3.7939,11.6,596.52,5960.0,4.33,True,nexsci
Kepler-110 c,0.0,0.0,0.006,0.2,0.0174,824.0,693.0,3.046,31.7198,4.8194,11.6,596.52,5960.0,4.33,True,nexsci
Kepler-1110 b,,,,0.24,0.0238,,,3.021,9.6931,2.759,13.6,726.0,4781.0,4.62,True,nexsci
Kepler-1111 b,,,,0.18,0.0147,,,3.061,8.7962,3.3986,13.2,1142.0,6077.0,4.36,True,nexsci
Kepler-1112 b,,,,0.27,0.0295,,,3.005,14.3627,4.6255,13.4,1734.0,6496.0,4.19,True,nexsci
Kepler-1113 b,,,,0.25,0.0261,,,3.012,42.3005,4.398,13.2,1127.0,5931.0,4.35,True,nexsci
Kepler-1114 b,,,,0.12,0.00752,,,3.112,14.9744,2.4309,11.9,427.0,5374.0,4.55,True,nexsci
Kepler-1115 b,,,,0.15,0.0111,,,3.076,23.5541,7.159,11.5,935.0,8480.0,4.17,True,nexsci
Kepler-1116 b,,,,0.23,0.022,,,3.025,41.6978,5.423,13.5,1017.0,5641.0,4.48,True,nexsci
Kepler-1117 b,,,,0.1,0.00444,,,3.05,4.7903,2.7287,12.5,619.0,5612.0,4.49,True,nexsci
Kepler-1118 b,,,,0.24,0.025,,,3.017,38.6715,5.567,13.0,818.0,5688.0,4.46,True,nexsci
Kepler-1119 b,,,,0.17,0.0137,,,3.065,8.3265,5.383,13.5,1288.0,6083.0,4.35,True,nexsci
Kepler-111 b,0.001,0.001,0.005,0.14,0.00982,1714.0,1441.0,3.088,3.3418,2.7696,12.1,669.92,5952.0,4.38,True,nexsci
Kepler-111 c,0.0,0.0,0.019,0.65,0.132,421.0,354.0,2.888,224.7846,11.6346,12.1,669.92,5952.0,4.38,True,nexsci
Kepler-1120 b,,,,0.12,0.0078,,,3.106,2.949,2.0393,13.2,635.0,4904.0,4.6,True,nexsci
Kepler-1121 b,,,,0.17,0.0136,,,3.067,13.1514,5.6035,10.8,529.0,6231.0,4.14,True,nexsci
Kepler-1122 b,,,,0.18,0.0152,,,3.056,42.1917,7.1081,13.4,924.0,5544.0,4.51,True,nexsci
Kepler-1123 b,,,,0.15,0.0108,,,3.081,4.3395,2.2973,13.1,796.0,5500.0,4.5,True,nexsci
Kepler-1124 b,,,,0.11,0.00687,,,3.117,2.8523,0.7061,12.8,177.0,3658.0,4.93,True,nexsci
Kepler-1125 b,,,,0.16,0.0127,,,3.068,17.6701,5.772,13.2,910.0,5683.0,4.47,True,nexsci
Kepler-1126 b,,,,0.15,0.0115,,,3.08,108.5933,7.9879,12.5,668.0,5798.0,4.46,True,nexsci
Kepler-1127 b,,,,0.17,0.0142,,,3.06,5.1233,2.9984,13.5,996.0,5664.0,4.47,True,nexsci
Kepler-1128 b,,,,0.33,0.0407,,,2.977,61.6178,3.7519,13.9,1163.0,5543.0,4.5,True,nexsci
Kepler-1129 b,,,,0.26,0.0285,,,3.006,24.3398,3.2921,13.8,1258.0,5831.0,4.44,True,nexsci
Kepler-1129 c,,,,0.24,0.0249,,,3.016,76.537,5.693,13.8,1258.0,5831.0,4.44,True,nexsci
Kepler-112 b,0.0,0.001,0.011,0.21,0.0194,1057.0,889.0,3.033,8.4089,3.4928,12.2,520.9,5544.0,4.51,True,nexsci
Kepler-112 c,0.0,0.0,0.009,0.21,0.02,703.0,591.0,3.034,28.5743,4.9729,12.2,520.9,5544.0,4.51,True,nexsci
Kepler-1130 b,,,,0.07,0.00137,,,2.828,5.453,2.1051,10.7,234.0,5403.0,4.57,True,nexsci
Kepler-1131 b,,,,0.14,0.00993,,,3.087,3.5323,2.8072,13.4,1109.0,5851.0,4.42,True,nexsci
Kepler-1132 b,,,,0.21,0.0193,,,3.035,62.8916,6.8671,13.6,940.0,5298.0,4.55,True,nexsci
Kepler-1133 b,,,,0.18,0.0143,,,3.059,11.5556,1.6536,13.2,821.0,5569.0,4.5,True,nexsci
Kepler-1134 b,,,,0.24,0.0235,,,3.019,17.1326,3.054,13.9,997.0,5281.0,4.56,True,nexsci
Kepler-1135 b,,,,0.17,0.0128,,,3.066,76.9579,9.384,12.8,728.0,5656.0,4.47,True,nexsci
Kepler-1136 b,,,,0.15,0.0105,,,3.087,2.3617,1.2234,13.2,545.0,4512.0,4.63,True,nexsci
Kepler-1137 b,,,,0.2,0.0172,,,3.045,23.9211,4.692,11.7,971.0,6807.0,4.08,True,nexsci
Kepler-1138 b,,,,0.15,0.0111,,,3.076,3.1706,1.5778,13.8,1101.0,5582.0,4.49,True,nexsci
Kepler-1139 b,,,,0.11,0.0057,,,3.099,0.8132,1.4276,12.3,555.0,5550.0,4.5,True,nexsci
Kepler-113 b,,,,0.16,0.037,,,3.543,4.754,2.5037,11.3,264.35,4725.0,4.64,True,nexsci
Kepler-113 c,,,,0.19,0.02737,,,3.256,8.9251,2.7123,11.3,264.35,4725.0,4.64,True,nexsci
Kepler-1140 b,,,,0.25,0.0255,,,3.015,24.0863,2.2287,13.3,657.0,4850.0,4.61,True,nexsci
Kepler-1141 b,,,,0.07,0.0015,,,2.844,2.3445,1.398,11.0,365.0,5791.0,4.38,True,nexsci
Kepler-1142 b,,,,0.13,0.00869,,,3.099,18.3027,8.1641,12.6,697.0,5685.0,4.46,True,nexsci
Kepler-1143 b,,,,0.15,0.0108,,,3.081,2.8889,1.5538,13.1,632.0,5053.0,4.58,True,nexsci
Kepler-1143 c,,,,0.32,0.0398,,,2.981,210.6306,8.675,13.1,632.0,5053.0,4.58,True,nexsci
Kepler-1144 b,,,,0.18,0.0145,,,3.055,17.1465,3.841,13.4,1012.0,5753.0,4.47,True,nexsci
Kepler-1145 b,,,,0.13,0.008,,,3.103,3.9708,1.8139,13.3,714.0,5064.0,4.59,True,nexsci
Kepler-1146 b,,,,0.11,0.00642,,,3.119,2.3523,1.7071,13.5,694.0,4692.0,4.62,True,nexsci
Kepler-1147 b,,,,0.23,0.023,,,3.021,10.6278,5.0131,13.9,1476.0,5941.0,4.36,True,nexsci
Kepler-1148 b,,,,0.15,0.011,,,3.078,1.1045,1.0547,13.2,682.0,5054.0,4.58,True,nexsci
Kepler-1149 b,,,,0.13,0.00839,,,3.104,3.7309,2.807,13.3,1023.0,5833.0,4.43,True,nexsci
Kepler-114 b,0.0,0.001,0.003,0.11,0.021,939.0,790.0,3.618,5.1885,2.3655,11.4,261.49,4605.0,4.65,True,nexsci
Kepler-114 c,0.0,0.001,0.012,0.14,0.009,849.0,714.0,3.038,8.041,2.6319,11.4,261.49,4605.0,4.65,True,nexsci
Kepler-114 d,0.0,0.001,0.032,0.23,0.012,748.0,629.0,2.765,11.776,2.9021,11.4,261.49,4605.0,4.65,True,nexsci
Kepler-1150 b,,,,0.09,0.00328,,,2.992,2.7879,2.0252,12.1,373.0,4754.0,4.61,True,nexsci
Kepler-1151 b,,,,0.2,0.0175,,,3.044,65.6478,4.4119,13.1,763.0,5470.0,4.53,True,nexsci
Kepler-1152 b,,,,0.08,0.00186,,,2.88,1.6468,1.2561,11.7,184.0,3964.0,4.73,True,nexsci
Kepler-1153 b,,,,0.15,0.0115,,,3.08,1.7558,1.8136,14.0,1185.0,5470.0,4.52,True,nexsci
Kepler-1154 b,,,,0.21,0.0191,,,3.035,5.1856,4.0759,13.3,1531.0,6327.0,4.23,True,nexsci
Kepler-1154 c,,,,0.21,0.0194,,,3.033,8.4581,3.0679,13.3,1531.0,6327.0,4.23,True,nexsci
Kepler-1155 b,,,,0.18,0.015,,,3.055,33.4697,4.513,13.2,987.0,5842.0,4.43,True,nexsci
Kepler-1156 b,,,,0.12,0.00724,,,3.11,11.8952,3.504,12.7,759.0,5778.0,4.44,True,nexsci
Kepler-1157 b,,,,0.1,0.00416,,,3.04,4.4574,2.3577,12.0,346.0,4679.0,4.62,True,nexsci
Kepler-1158 b,,,,0.21,0.0191,,,3.035,13.5396,4.338,12.3,1258.0,6203.0,4.01,True,nexsci
Kepler-1159 b,,,,0.21,0.0195,,,3.036,22.7082,3.6331,13.2,1238.0,6217.0,4.3,True,nexsci
Kepler-115 b,0.0,0.0,0.003,0.1,0.00416,1988.0,1671.0,3.04,2.4037,1.3205,12.0,634.97,5979.0,4.31,True,nexsci
Kepler-115 c,0.0,0.001,0.009,0.23,0.0229,1279.0,1075.0,3.023,8.9909,4.1029,12.0,634.97,5979.0,4.31,True,nexsci
Kepler-1160 b,,,,0.19,0.0164,,,3.047,7.9703,2.7665,14.2,1293.0,5519.0,4.51,True,nexsci
Kepler-1161 b,,,,0.19,0.0163,,,3.049,10.7125,2.7219,13.1,428.0,4253.0,4.7,True,nexsci
Kepler-117 b,0.001,0.004,0.027,0.72,0.094,1177.0,990.0,2.654,18.7959,7.2576,13.0,1430.0,6150.0,4.1,True,nexsci
Kepler-1162 b,,,,0.2,0.0174,,,3.046,32.5637,5.5481,13.8,989.0,5390.0,4.54,True,nexsci
Kepler-1163 b,,,,0.09,0.0034,,,2.998,6.1179,3.4704,11.0,487.0,6302.0,4.26,True,nexsci
Kepler-1164 b,,,,0.1,0.00459,,,3.056,3.976,2.1411,12.2,447.0,5183.0,4.57,True,nexsci
Kepler-1165 b,,,,0.14,0.00951,,,3.093,9.4785,6.223,13.1,1081.0,6080.0,4.34,True,nexsci
Kepler-1166 b,,,,0.15,0.011,,,3.078,33.2407,4.9819,12.7,648.0,5446.0,4.53,True,nexsci
Kepler-1167 b,,,,0.15,0.0112,,,3.074,1.0039,1.4562,13.7,811.0,4971.0,4.6,True,nexsci
Kepler-1168 b,,,,0.22,0.0214,,,3.028,55.8227,5.4931,13.7,911.0,5157.0,4.56,True,nexsci
Kepler-1169 b,,,,0.08,0.00245,,,2.935,6.1101,2.447,11.4,538.0,6191.0,4.35,True,nexsci
Kepler-116 b,0.001,0.002,0.008,0.3,0.0364,1615.0,1358.0,2.987,5.9687,3.6582,12.4,982.04,6142.0,4.2,True,nexsci
Kepler-116 c,0.0,0.0,0.004,0.2,0.0186,1245.0,1047.0,3.04,13.0716,3.0522,12.4,982.04,6142.0,4.2,True,nexsci
Kepler-1170 b,,,,0.21,0.0201,,,3.033,9.9897,3.7039,13.8,911.0,5069.0,4.58,True,nexsci
Kepler-1171 b,,,,0.23,0.0223,,,3.027,1.4426,3.0151,10.5,615.0,7044.0,4.05,True,nexsci
Kepler-1172 b,,,,0.28,0.0325,,,2.996,26.0204,4.8408,14.1,1292.0,5558.0,4.51,True,nexsci
Kepler-1173 b,,,,0.08,0.00201,,,2.902,0.7699,1.0276,11.9,402.0,5252.0,4.55,True,nexsci
Kepler-1174 b,,,,0.14,0.00993,,,3.087,6.8923,2.4556,12.8,829.0,5936.0,4.42,True,nexsci
Kepler-1175 b,,,,0.27,0.029,,,3.004,37.9456,4.025,14.1,1244.0,5453.0,4.53,True,nexsci
Kepler-1176 b,,,,0.22,0.0207,,,3.029,24.1739,3.0569,13.3,1023.0,5844.0,4.42,True,nexsci
Kepler-1177 b,,,,0.17,0.0134,,,3.06,106.2475,13.668,13.0,829.0,5712.0,4.46,True,nexsci
Kepler-1178 b,,,,0.1,0.0039,,,3.03,31.8063,3.7939,11.7,336.0,4990.0,4.59,True,nexsci
Kepler-1179 b,,,,0.12,0.00724,,,3.11,2.6851,1.0229,12.2,454.0,5212.0,4.56,True,nexsci
Kepler-1180 b,,,,0.18,0.0145,,,3.055,16.8601,5.5529,13.5,1284.0,6077.0,4.36,True,nexsci
Kepler-1181 b,,,,0.14,0.00972,,,3.09,4.8934,3.3161,12.4,867.0,6176.0,4.27,True,nexsci
Kepler-1182 b,,,,0.21,0.0201,,,3.033,11.1739,3.421,13.7,1258.0,5924.0,4.41,True,nexsci
Kepler-1183 b,,,,0.25,0.0263,,,3.011,28.5057,6.252,14.0,1378.0,5765.0,4.45,True,nexsci
Kepler-1184 b,,,,0.24,0.0241,,,3.019,53.5991,6.6619,13.5,1193.0,5983.0,4.41,True,nexsci
Kepler-1185 b,,,,0.12,0.00733,,,3.108,104.3519,3.5861,11.0,296.0,5622.0,4.54,True,nexsci
Kepler-1186 b,,,,0.2,0.0176,,,3.042,16.0768,2.237,13.7,1112.0,5635.0,4.49,True,nexsci
Kepler-1187 b,,,,0.23,0.023,,,3.021,18.8706,3.2476,13.2,1029.0,5975.0,4.39,True,nexsci
Kepler-1188 b,,,,0.19,0.0157,,,3.051,17.137,6.366,13.5,1202.0,5913.0,4.4,True,nexsci
Kepler-1189 b,,,,0.16,0.0119,,,3.072,3.7886,3.492,12.7,883.0,6012.0,4.36,True,nexsci
Kepler-118 b,0.0,0.0,0.004,0.17,0.0142,1169.0,983.0,3.06,7.5185,2.856,12.7,583.81,5274.0,4.32,True,nexsci
Kepler-118 c,0.0,0.003,0.018,0.69,0.144,841.0,707.0,2.881,20.172,3.1259,12.7,583.81,5274.0,4.32,True,nexsci
Kepler-1190 b,,,,0.12,0.00733,,,3.108,10.4584,3.102,12.2,384.0,4730.0,4.62,True,nexsci
Kepler-1191 b,,,,0.14,0.00909,,,3.092,5.6001,2.8018,13.5,876.0,5308.0,4.56,True,nexsci
Kepler-1192 b,,,,0.21,0.0194,,,3.033,25.2035,4.5521,13.9,1108.0,5438.0,4.55,True,nexsci
Kepler-1193 b,,,,0.12,0.00724,,,3.11,2.8327,2.3844,12.1,695.0,5908.0,4.31,True,nexsci
Kepler-1194 b,,,,0.14,0.00909,,,3.092,16.2237,2.502,12.4,616.0,5590.0,4.49,True,nexsci
Kepler-1195 b,,,,0.19,0.0157,,,3.051,8.4964,2.2373,13.7,812.0,4965.0,4.61,True,nexsci
Kepler-1196 b,,,,0.2,0.0176,,,3.042,66.1849,4.788,13.3,946.0,5756.0,4.46,True,nexsci
Kepler-1197 b,,,,0.11,0.0066,,,3.115,2.0323,1.1214,12.8,505.0,4708.0,4.62,True,nexsci
Kepler-1198 b,,,,0.13,0.00869,,,3.099,7.6848,2.599,13.0,777.0,5517.0,4.5,True,nexsci
Kepler-1199 b,,,,0.1,0.00505,,,3.072,15.0447,5.819,11.6,540.0,5889.0,4.27,True,nexsci
Kepler-119 b,0.004,0.005,0.02,0.32,0.0398,1572.0,1322.0,2.981,2.4221,2.5633,12.6,716.23,5595.0,4.57,True,nexsci
Kepler-119 c,0.0,0.0,0.005,0.08,0.00227,1328.0,1117.0,2.923,4.1251,2.8769,12.6,716.23,5595.0,4.57,True,nexsci
Kepler-11 b,0.0,0.0,0.011,0.16,0.006,1108.0,932.0,2.759,10.3039,4.2139,12.2,658.59,5663.0,4.37,True,nexsci
Kepler-11 c,0.0,0.001,0.029,0.26,0.009,1022.0,859.0,2.532,13.0241,4.56,12.2,658.59,5663.0,4.37,True,nexsci
Kepler-11 d,0.0,0.001,0.013,0.28,0.023,849.0,714.0,2.868,22.6845,5.4835,12.2,658.59,5663.0,4.37,True,nexsci
Kepler-11 e,0.0,0.001,0.023,0.37,0.025,757.0,637.0,2.646,31.9996,4.1363,12.2,658.59,5663.0,4.37,True,nexsci
