Planet_Name,SNR_Emission_15_micron,SNR_Emission_5_micron,SNR_Transmission_K_mag,Rp,Mp,Tday,Teq,log10g_p,Period,Transit_Duration,K_mag,Distance,Teff,log10g_s,Transit_Flag,Catalog_Name
Kepler-11 f,0.0,0.0,0.022,0.22,0.006,669.0,562.0,2.48,46.6888,6.4314,12.2,658.59,5663.0,4.37,True,nexsci
Kepler-11 g,0.0,0.0,0.004,0.3,0.079,490.0,412.0,3.346,118.3807,9.5552,12.2,658.59,5663.0,4.37,True,nexsci
Kepler-1200 b,,,,0.1,0.00377,,,3.015,1.1185,1.5425,13.2,579.0,4612.0,4.63,True,nexsci
Kepler-1201 b,,,,0.2,0.0184,,,3.04,15.1873,4.5079,13.2,1202.0,6177.0,4.32,True,nexsci
Kepler-1202 b,,,,0.26,0.0282,,,3.008,28.6851,5.467,13.9,1393.0,5834.0,4.42,True,nexsci
Kepler-1203 b,,,,0.1,0.00377,,,3.015,0.588,1.1627,12.1,269.0,4105.0,4.67,True,nexsci
Kepler-1204 b,,,,0.27,0.03,,,3.002,85.735,7.457,13.8,1282.0,5825.0,4.42,True,nexsci
Kepler-1205 b,,,,0.13,0.00809,,,3.101,1.0784,1.2297,13.3,766.0,5226.0,4.56,True,nexsci
Kepler-1206 b,,,,0.15,0.0105,,,3.087,1.217,1.3101,13.7,807.0,4877.0,4.6,True,nexsci
Kepler-1207 b,,,,0.14,0.0102,,,3.08,13.6824,4.163,13.0,946.0,5909.0,4.41,True,nexsci
Kepler-1208 b,,,,0.21,0.0189,,,3.039,11.0851,1.7081,13.8,877.0,5001.0,4.59,True,nexsci
Kepler-1209 b,,,,0.14,0.00909,,,3.092,25.3691,4.6339,11.2,558.0,6210.0,4.24,True,nexsci
Kepler-120 b,0.0,0.001,0.009,0.19,0.027,729.0,613.0,3.259,6.3125,2.7476,12.3,393.02,4096.0,4.73,True,nexsci
Kepler-120 c,0.0,0.0,0.008,0.14,0.0093,576.0,485.0,3.096,12.7946,3.4051,12.3,393.02,4096.0,4.73,True,nexsci
Kepler-1210 b,,,,0.15,0.0111,,,3.076,8.0712,2.653,13.8,1155.0,5568.0,4.49,True,nexsci
Kepler-1211 b,,,,0.23,0.0221,,,3.027,11.0182,4.531,14.3,1486.0,5705.0,4.48,True,nexsci
Kepler-1212 b,,,,0.19,0.0164,,,3.047,12.9413,4.4681,13.6,1304.0,6051.0,4.36,True,nexsci
Kepler-1213 b,,,,0.11,0.0057,,,3.099,5.3498,4.2089,12.0,685.0,6050.0,4.33,True,nexsci
Kepler-1214 b,,,,0.21,0.0194,,,3.033,18.8263,2.333,13.4,757.0,5130.0,4.57,True,nexsci
Kepler-1215 b,,,,0.11,0.00624,,,3.115,4.767,1.8504,12.7,701.0,5616.0,4.48,True,nexsci
Kepler-1216 b,,,,0.12,0.0079,,,3.105,4.3703,2.819,13.6,1124.0,5743.0,4.46,True,nexsci
Kepler-1217 b,,,,0.18,0.0145,,,3.055,2.0323,1.7179,13.8,1363.0,5905.0,4.4,True,nexsci
Kepler-1218 b,,,,0.13,0.00839,,,3.104,22.9221,8.261,12.2,667.0,5986.0,4.38,True,nexsci
Kepler-1219 b,,,,0.19,0.0162,,,3.051,16.1047,5.6069,10.8,622.0,5944.0,3.97,True,nexsci
Kepler-121 b,0.0,0.001,0.009,0.21,0.0191,1290.0,1085.0,3.035,3.1774,1.4636,12.8,518.09,5311.0,4.65,True,nexsci
Kepler-121 c,0.0,0.0,0.006,0.2,0.0182,548.0,461.0,3.039,41.008,3.9768,12.8,518.09,5311.0,4.65,True,nexsci
Kepler-1220 b,,,,0.14,0.0092,,,3.091,7.4269,2.8481,13.2,958.0,5842.0,4.45,True,nexsci
Kepler-1221 b,,,,0.17,0.0132,,,3.064,12.001,3.433,13.7,909.0,5194.0,4.55,True,nexsci
Kepler-1222 b,,,,0.07,0.00131,,,2.821,1.9169,1.4629,12.2,455.0,5239.0,4.56,True,nexsci
Kepler-1223 b,,,,0.11,0.00624,,,3.115,16.3013,3.984,12.4,455.0,4870.0,4.6,True,nexsci
Kepler-1224 b,,,,0.12,0.00733,,,3.108,13.3235,3.9269,11.6,578.0,6155.0,4.34,True,nexsci
Kepler-1225 b,,,,0.16,0.0125,,,3.072,7.0108,2.1522,13.3,1241.0,6140.0,4.34,True,nexsci
Kepler-1226 b,,,,0.13,0.00849,,,3.102,17.2923,6.7241,12.6,779.0,5923.0,4.43,True,nexsci
Kepler-1227 b,,,,0.2,0.0184,,,3.04,94.2888,4.1441,12.5,667.0,5747.0,4.47,True,nexsci
Kepler-1228 b,,,,0.14,0.0094,,,3.094,0.5774,1.0963,12.8,547.0,5063.0,4.59,True,nexsci
Kepler-1229 b,0.0,0.0,0.004,0.13,0.008,283.0,238.0,3.103,86.829,4.97,12.4,236.0,3784.0,4.75,True,nexsci
Kepler-122 b,0.001,0.001,0.006,0.21,0.0191,1515.0,1274.0,3.035,5.7662,3.8565,12.8,1058.58,6050.0,4.3,True,nexsci
EPIC 206024342 b,,,,0.15,0.0111,,,3.076,4.5076,,11.5,373.81,5770.0,,True,nexsci
Kepler-122 c,0.001,0.003,0.017,0.52,0.0912,1166.0,981.0,2.916,12.466,5.0483,12.8,1058.58,6050.0,4.3,True,nexsci
Kepler-122 d,0.0,0.0,0.004,0.2,0.0172,973.0,818.0,3.045,21.5875,4.6824,12.8,1058.58,6050.0,4.3,True,nexsci
Kepler-122 e,0.0,0.0,0.001,0.23,0.087,804.0,676.0,3.603,37.9933,7.1544,12.8,1058.58,6050.0,4.3,True,nexsci
Kepler-122 f,,,,0.16,0.113,,,4.061,56.268,8.2951,12.8,1058.58,6050.0,4.3,True,nexsci
Kepler-1230 b,,,,0.24,0.0245,,,3.016,9.9566,2.8704,13.9,1433.0,5961.0,4.4,True,nexsci
Kepler-1231 b,,,,0.13,0.00819,,,3.1,10.4173,4.187,13.2,948.0,5778.0,4.44,True,nexsci
Kepler-1232 b,,,,0.17,0.0138,,,3.063,26.7839,4.517,13.0,740.0,5471.0,4.51,True,nexsci
Kepler-1233 b,,,,0.23,0.0229,,,3.023,45.1263,6.631,13.3,1281.0,6198.0,4.3,True,nexsci
Kepler-1234 b,,,,0.25,0.0261,,,3.012,11.9401,3.4721,13.8,866.0,4967.0,4.59,True,nexsci
Kepler-1235 b,,,,0.07,0.00131,,,2.821,4.1606,2.615,12.2,533.0,5541.0,4.5,True,nexsci
Kepler-1236 b,,,,0.19,0.0164,,,3.047,31.0572,3.401,14.0,1078.0,5337.0,4.55,True,nexsci
Kepler-1237 b,,,,0.26,0.0269,,,3.011,84.5733,5.7151,13.9,1121.0,5472.0,4.5,True,nexsci
Kepler-1238 b,,,,0.17,0.0138,,,3.063,4.1479,3.6739,13.3,1533.0,6386.0,4.21,True,nexsci
Kepler-1239 b,,,,0.26,0.0275,,,3.007,5.191,4.2679,14.4,2511.0,6564.0,4.2,True,nexsci
Kepler-123 b,0.0,0.001,0.001,0.26,0.174,1067.0,897.0,3.798,17.2324,4.5318,12.7,1052.14,6089.0,4.28,True,nexsci
Kepler-123 c,0.0,0.0,0.002,0.13,0.00879,921.0,775.0,3.097,26.6951,4.505,12.7,1052.14,6089.0,4.28,True,nexsci
Kepler-1240 b,,,,0.1,0.00505,,,3.072,4.8664,2.231,12.4,614.0,5682.0,4.47,True,nexsci
Kepler-1241 b,,,,0.23,0.0233,,,3.019,18.5526,4.201,13.8,936.0,5261.0,4.56,True,nexsci
Kepler-1242 b,,,,0.2,0.018,,,3.039,13.628,3.0471,13.3,682.0,4895.0,4.6,True,nexsci
Kepler-1243 b,,,,0.16,0.0117,,,3.076,16.8321,3.923,13.2,877.0,5667.0,4.48,True,nexsci
Kepler-1244 b,,,,0.12,0.00752,,,3.112,3.7043,3.281,11.3,764.0,6680.0,4.1,True,nexsci
Kepler-1245 b,,,,0.13,0.00839,,,3.104,4.3541,2.3131,13.5,861.0,5306.0,4.55,True,nexsci
Kepler-1245 c,,,,0.13,0.00839,,,3.104,2.9366,1.8519,13.5,861.0,5306.0,4.55,True,nexsci
Kepler-1246 b,,,,0.12,0.00761,,,3.11,11.3227,3.0271,12.6,435.0,4611.0,4.63,True,nexsci
Kepler-1247 b,,,,0.21,0.019,,,3.037,13.7122,2.4927,14.1,1094.0,5303.0,4.55,True,nexsci
Kepler-1248 b,,,,0.1,0.00553,,,3.095,7.4673,3.713,11.4,540.0,6149.0,4.36,True,nexsci
Kepler-1249 b,,,,0.21,0.0197,,,3.036,24.3347,6.6288,13.8,1674.0,6202.0,4.29,True,nexsci
Kepler-124 b,0.0,0.0,0.01,0.07,0.00099,1158.0,974.0,2.764,3.4105,2.3452,12.2,425.19,4984.0,4.67,True,nexsci
Kepler-124 c,0.0,0.0,0.009,0.16,0.0117,723.0,608.0,3.076,13.8214,3.552,12.2,425.19,4984.0,4.67,True,nexsci
Kepler-124 d,0.0,0.0,0.005,0.1,0.00444,555.0,466.0,3.05,30.9509,4.182,12.2,425.19,4984.0,4.67,True,nexsci
Kepler-1250 b,,,,0.17,0.0137,,,3.065,2.6075,1.4646,14.0,1371.0,5717.0,4.46,True,nexsci
Kepler-1251 b,,,,0.16,0.0127,,,3.068,45.0905,3.905,13.3,863.0,5545.0,4.51,True,nexsci
Kepler-1252 b,,,,0.15,0.0108,,,3.081,15.054,4.2751,12.7,828.0,5949.0,4.38,True,nexsci
Kepler-1253 b,,,,0.12,0.00733,,,3.108,68.8862,5.9496,11.0,390.0,5850.0,4.33,True,nexsci
Kepler-1254 b,,,,0.14,0.00951,,,3.093,9.9911,2.645,13.3,676.0,4985.0,4.59,True,nexsci
Kepler-1254 c,,,,0.12,0.00705,,,3.113,3.6008,1.981,13.3,676.0,4985.0,4.59,True,nexsci
Kepler-1254 d,,,,0.12,0.00714,,,3.112,5.7272,2.177,13.3,676.0,4985.0,4.59,True,nexsci
Kepler-1255 b,,,,0.21,0.0189,,,3.039,36.2919,8.1809,13.7,1344.0,6018.0,4.37,True,nexsci
Kepler-1256 b,,,,0.13,0.00889,,,3.095,12.4128,4.369,12.2,862.0,6129.0,4.23,True,nexsci
Kepler-1257 b,,,,0.14,0.0092,,,3.091,2.6683,2.3659,13.8,1081.0,5502.0,4.52,True,nexsci
Kepler-1258 b,,,,0.08,0.00178,,,2.872,0.9849,1.9543,12.4,651.0,5839.0,4.45,True,nexsci
Kepler-1259 b,,,,0.13,0.00829,,,3.098,0.6631,1.0691,13.3,704.0,5053.0,4.58,True,nexsci
Kepler-125 b,0.0,0.002,0.02,0.21,0.0195,771.0,648.0,3.036,4.1644,1.7976,11.7,184.34,3810.0,4.74,True,nexsci
Kepler-125 c,0.0,0.0,0.01,0.07,0.00104,691.0,581.0,2.772,5.7745,1.819,11.7,184.34,3810.0,4.74,True,nexsci
Kepler-1260 b,,,,0.16,0.0119,,,3.072,19.1188,6.8729,13.2,1041.0,5961.0,4.39,True,nexsci
Kepler-1261 b,,,,0.2,0.018,,,3.039,48.4309,3.755,13.6,795.0,5006.0,4.58,True,nexsci
Kepler-1262 b,,,,0.16,0.0125,,,3.072,8.679,2.8349,13.6,1153.0,5771.0,4.45,True,nexsci
Kepler-1263 b,,,,0.1,0.00489,,,3.066,4.5514,2.491,13.1,695.0,5213.0,4.56,True,nexsci
Kepler-1264 b,,,,0.1,0.00553,,,3.095,0.9685,1.2904,12.9,814.0,5791.0,4.45,True,nexsci
Kepler-1265 b,,,,0.12,0.00752,,,3.112,6.4944,2.243,13.2,581.0,4630.0,4.63,True,nexsci
Kepler-1266 b,,,,0.23,0.0226,,,3.025,28.4747,4.8089,13.8,901.0,5044.0,4.59,True,nexsci
Kepler-1267 b,,,,0.27,0.0293,,,3.002,13.0314,4.2521,13.9,1628.0,6096.0,4.33,True,nexsci
Kepler-1268 b,,,,0.18,0.015,,,3.055,40.9904,7.261,13.8,1406.0,5904.0,4.38,True,nexsci
Kepler-1269 b,,,,0.14,0.0104,,,3.089,37.3332,7.2941,12.2,710.0,5998.0,4.36,True,nexsci
Kepler-126 b,0.0,0.001,0.013,0.14,0.0092,1326.0,1115.0,3.091,10.4957,4.7904,9.3,239.03,6239.0,4.25,True,nexsci
Kepler-126 c,0.0,0.001,0.011,0.14,0.00982,1037.0,872.0,3.088,21.8697,5.4626,9.3,239.03,6239.0,4.25,True,nexsci
Kepler-126 d,0.0,0.0,0.017,0.22,0.0214,623.0,524.0,3.028,100.2831,10.7249,9.3,239.03,6239.0,4.25,True,nexsci
Kepler-1270 b,,,,0.3,0.0346,,,2.991,6.0336,10.2641,11.2,1204.0,5047.0,3.49,True,nexsci
Kepler-1271 b,,,,0.13,0.00879,,,3.097,3.0256,2.9592,12.5,885.0,6143.0,4.31,True,nexsci
Kepler-1272 b,,,,0.21,0.0195,,,3.036,51.131,5.995,12.9,896.0,5926.0,4.39,True,nexsci
Kepler-1273 b,,,,0.22,0.0213,,,3.03,28.6257,4.601,14.3,1355.0,5566.0,4.5,True,nexsci
Kepler-1274 b,,,,0.13,0.00819,,,3.1,6.9815,5.8961,10.5,609.0,6179.0,3.93,True,nexsci
Kepler-1275 b,,,,0.13,0.00879,,,3.097,3.6569,2.1139,13.1,1280.0,6296.0,4.26,True,nexsci
Kepler-1276 b,,,,0.11,0.0057,,,3.099,12.572,4.717,11.6,587.0,6188.0,4.33,True,nexsci
Kepler-1277 b,,,,0.14,0.01,,,3.084,40.8365,4.944,12.4,606.0,5578.0,4.49,True,nexsci
Kepler-1278 b,,,,0.09,0.00317,,,2.987,3.2394,2.6539,12.3,743.0,6074.0,4.35,True,nexsci
Kepler-1279 b,,,,0.16,0.0117,,,3.076,23.4774,7.271,12.6,1017.0,6221.0,4.26,True,nexsci
Kepler-127 b,0.0,0.0,0.006,0.13,0.008,1155.0,971.0,3.103,14.4359,3.4619,10.2,356.41,6106.0,4.26,True,nexsci
Kepler-127 c,0.0,0.001,0.015,0.24,0.0238,913.0,768.0,3.021,29.3932,7.0086,10.2,356.41,6106.0,4.26,True,nexsci
Kepler-127 d,0.0,0.001,0.012,0.24,0.0235,772.0,649.0,3.019,48.6304,6.971,10.2,356.41,6106.0,4.26,True,nexsci
Kepler-1280 b,,,,0.17,0.0131,,,3.066,66.5579,10.399,12.6,1006.0,6227.0,4.28,True,nexsci
Kepler-1281 b,,,,0.15,0.0105,,,3.087,3.116,1.909,13.9,1090.0,5353.0,4.55,True,nexsci
Kepler-1282 b,,,,0.14,0.00951,,,3.093,2.1319,1.8179,13.9,1126.0,5504.0,4.51,True,nexsci
Kepler-1283 b,,,,0.17,0.0136,,,3.067,12.9461,9.583,13.6,1452.0,6175.0,4.31,True,nexsci
Kepler-1284 b,,,,0.11,0.00606,,,3.11,0.6641,1.1019,13.6,852.0,5123.0,4.57,True,nexsci
Kepler-1285 b,,,,0.09,0.00274,,,2.953,14.7967,5.6381,10.5,364.0,6170.0,4.3,True,nexsci
Kepler-1286 b,,,,0.19,0.0166,,,3.048,11.254,4.679,13.7,1150.0,5753.0,4.45,True,nexsci
Kepler-1287 b,,,,0.14,0.0094,,,3.094,11.4769,2.7019,13.5,1027.0,5715.0,4.48,True,nexsci
Kepler-1288 b,,,,0.1,0.00459,,,3.056,2.7612,3.6619,12.0,715.0,6132.0,4.29,True,nexsci
Kepler-1289 b,,,,0.14,0.0092,,,3.091,7.9902,3.2741,13.0,1059.0,6080.0,4.35,True,nexsci
Kepler-128 b,0.0,0.0,0.018,0.13,0.00242,1256.0,1056.0,2.564,15.09,4.2108,10.1,400.93,6136.0,4.07,True,nexsci
Kepler-128 c,0.0,0.0,0.012,0.12,0.00283,1094.0,920.0,2.688,22.804,4.9916,10.1,400.93,6136.0,4.07,True,nexsci
Kepler-1290 b,,,,0.13,0.00819,,,3.1,4.695,2.963,14.1,1321.0,5660.0,4.49,True,nexsci
Kepler-1291 b,,,,0.15,0.0107,,,3.083,8.6304,3.131,13.9,982.0,5216.0,4.56,True,nexsci
Kepler-1292 b,,,,0.16,0.0125,,,3.072,3.2765,2.2721,14.2,1406.0,5556.0,4.49,True,nexsci
Kepler-1293 b,,,,0.09,0.00274,,,2.953,5.5765,3.745,12.1,770.0,6241.0,4.29,True,nexsci
Kepler-1294 b,,,,0.28,0.0324,,,2.995,115.6862,4.625,13.6,1120.0,5776.0,4.46,True,nexsci
Kepler-1295 b,,,,0.14,0.00951,,,3.093,3.8137,2.005,14.1,1257.0,5486.0,4.51,True,nexsci
Kepler-1296 b,,,,0.08,0.00218,,,2.916,8.384,4.992,12.8,631.0,5359.0,4.55,True,nexsci
Kepler-1297 b,,,,0.09,0.00274,,,2.953,1.6819,3.0,13.3,996.0,5818.0,4.45,True,nexsci
Kepler-1298 b,,,,0.12,0.00714,,,3.112,7.1281,5.6141,10.1,498.0,6339.0,4.0,True,nexsci
Kepler-1299 b,,,,0.27,0.0288,,,3.004,19.9401,4.2631,14.2,1352.0,5609.0,4.5,True,nexsci
Kepler-129 b,0.0,0.001,0.011,0.21,0.0195,1171.0,984.0,3.036,15.7919,7.2755,10.3,413.68,5770.0,4.09,True,nexsci
Kepler-129 c,0.0,0.0,0.009,0.23,0.0221,676.0,568.0,3.027,82.2002,10.595,10.3,413.68,5770.0,4.09,True,nexsci
Kepler-12 b,0.103,0.093,0.187,1.75,0.432,1764.0,1484.0,2.542,4.438,4.701,12.1,904.4,5947.0,4.17,True,nexsci
Kepler-1300 b,,,,0.12,0.00771,,,3.109,22.2419,7.255,11.4,757.0,6130.0,4.04,True,nexsci
Kepler-1301 b,,,,0.13,0.008,,,3.103,9.0824,2.0249,13.5,816.0,5188.0,4.56,True,nexsci
Kepler-1302 b,,,,0.13,0.00829,,,3.098,8.8392,1.8029,13.2,727.0,5236.0,4.55,True,nexsci
Kepler-1303 b,,,,0.13,0.00819,,,3.1,7.5613,2.9381,13.1,905.0,5771.0,4.44,True,nexsci
Kepler-1304 b,,,,0.2,0.0184,,,3.04,16.1289,5.9381,13.1,682.0,5259.0,4.56,True,nexsci
Kepler-1305 b,,,,0.17,0.0132,,,3.064,13.5631,5.6321,14.1,1343.0,5701.0,4.47,True,nexsci
Kepler-1306 b,,,,0.17,0.0136,,,3.067,16.296,2.129,13.6,1130.0,5727.0,4.45,True,nexsci
Kepler-1307 b,,,,0.22,0.021,,,3.032,18.0162,3.996,13.9,1396.0,5884.0,4.39,True,nexsci
Kepler-1308 b,,,,0.05,0.00029,,,2.531,2.1043,1.1028,11.0,73.0,3468.0,4.92,True,nexsci
Kepler-1309 b,,,,0.21,0.0195,,,3.036,28.8433,3.096,13.5,845.0,5235.0,4.56,True,nexsci
Kepler-130 b,0.0,0.0,0.007,0.09,0.00328,1276.0,1073.0,2.992,8.4575,3.3404,10.5,319.57,5884.0,4.3,True,nexsci
Kepler-130 c,0.0,0.001,0.018,0.26,0.0275,850.0,715.0,3.007,27.5087,5.8554,10.5,319.57,5884.0,4.3,True,nexsci
Kepler-130 d,0.0,0.0,0.003,0.15,0.0105,584.0,491.0,3.087,87.5179,1.752,10.5,319.57,5884.0,4.3,True,nexsci
Kepler-1310 b,,,,0.13,0.00839,,,3.104,0.6793,1.1783,12.4,583.0,5549.0,4.51,True,nexsci
Kepler-1311 b,,,,0.11,0.00651,,,3.117,11.1727,6.007,11.8,705.0,5748.0,4.16,True,nexsci
Kepler-1311 c,,,,0.11,0.00624,,,3.115,2.5357,3.941,11.8,705.0,5748.0,4.16,True,nexsci
Kepler-1312 b,,,,0.19,0.0159,,,3.052,5.4483,2.2251,10.9,305.0,5719.0,4.51,True,nexsci
Kepler-1313 b,,,,0.16,0.0118,,,3.074,3.8331,1.3721,10.1,187.0,5453.0,4.54,True,nexsci
Kepler-1314 b,,,,0.46,0.072,,,2.934,5.4247,1.1431,13.2,462.0,4188.0,4.68,True,nexsci
Kepler-1315 b,,,,0.12,0.0078,,,3.106,0.8434,1.4362,12.7,505.0,4861.0,4.6,True,nexsci
Kepler-1316 b,,,,0.32,0.0386,,,2.981,87.9732,14.6904,12.4,753.0,5884.0,4.36,True,nexsci
Kepler-1317 b,,,,0.14,0.00961,,,3.091,0.5689,1.2152,13.3,734.0,5144.0,4.57,True,nexsci
Kepler-1318 b,,,,0.28,0.031,,,3.001,213.2577,7.775,12.8,475.0,4598.0,4.62,True,nexsci
Kepler-1319 b,,,,0.12,0.00742,,,3.106,2.8868,0.8849,10.7,114.0,3655.0,4.73,True,nexsci
Kepler-131 b,,,,0.21,0.051,,,3.437,16.092,2.879,10.1,230.19,5685.0,4.42,True,nexsci
Kepler-131 c,,,,0.07,0.026,,,4.059,25.5169,5.141,10.1,230.19,5685.0,4.42,True,nexsci
Kepler-1320 b,,,,0.15,0.0111,,,3.076,0.8684,1.0575,13.7,771.0,4817.0,4.6,True,nexsci
Kepler-1321 b,,,,0.44,0.0676,,,2.939,11.1283,2.7717,13.9,547.0,4094.0,4.73,True,nexsci
Kepler-1321 c,,,,0.21,0.02,,,3.034,2.2265,1.7225,13.9,547.0,4094.0,4.73,True,nexsci
Kepler-1322 b,,,,0.14,0.0101,,,3.082,0.9629,1.6247,14.1,1217.0,5488.0,4.52,True,nexsci
Kepler-1323 b,,,,0.14,0.0092,,,3.091,0.9299,1.7428,11.1,530.0,6169.0,4.21,True,nexsci
Kepler-1324 b,,,,0.14,0.00909,,,3.092,4.1158,1.385,12.8,522.0,4776.0,4.61,True,nexsci
Kepler-1325 b,,,,0.26,0.0269,,,3.011,33.8787,5.8111,13.5,955.0,5550.0,4.5,True,nexsci
Kepler-1326 b,,,,0.37,0.0512,,,2.96,42.3514,7.6356,11.7,910.0,6725.0,4.12,True,nexsci
Kepler-1327 b,,,,0.16,0.0123,,,3.07,14.888,5.0621,12.4,688.0,5885.0,4.42,True,nexsci
Kepler-1328 b,,,,0.09,0.00284,,,2.968,4.5216,3.4897,12.3,630.0,5780.0,4.44,True,nexsci
Kepler-1329 b,,,,0.19,0.0168,,,3.044,9.3365,2.2637,13.4,624.0,4500.0,4.62,True,nexsci
Kepler-132 b,0.0,0.001,0.007,0.11,0.00606,1445.0,1215.0,3.11,6.1782,3.264,10.4,303.0,6003.0,4.31,True,nexsci
Kepler-132 c,0.0,0.001,0.007,0.11,0.00687,1434.0,1206.0,3.117,6.4149,3.3187,10.4,303.0,6003.0,4.31,True,nexsci
Kepler-132 d,0.0,0.0,0.006,0.14,0.00951,1014.0,853.0,3.093,18.0102,2.9532,10.4,303.0,6003.0,4.31,True,nexsci
Kepler-132 e,,,,0.1,0.00553,,,3.095,110.2869,4.4419,10.4,303.0,6003.0,4.31,True,nexsci
Kepler-1330 b,,,,0.15,0.0106,,,3.085,10.1077,3.6571,13.3,939.0,5608.0,4.48,True,nexsci
Kepler-1331 b,,,,0.09,0.00364,,,3.009,0.7892,0.9052,12.3,365.0,4508.0,4.63,True,nexsci
Kepler-1332 b,,,,0.12,0.00771,,,3.109,11.8746,1.9902,12.1,515.0,5581.0,4.51,True,nexsci
Kepler-1333 b,,,,0.25,0.0261,,,3.012,109.6472,6.2479,13.4,958.0,5628.0,4.49,True,nexsci
Kepler-1334 b,,,,0.2,0.0184,,,3.04,15.6459,4.0121,13.6,1047.0,5614.0,4.5,True,nexsci
Kepler-1335 b,,,,0.13,0.00849,,,3.102,6.2641,2.442,13.1,628.0,4903.0,4.6,True,nexsci
Kepler-1336 b,,,,0.18,0.0144,,,3.057,23.1987,9.7289,12.4,822.0,5512.0,4.18,True,nexsci
Kepler-1336 c,,,,0.15,0.0112,,,3.074,5.7772,2.423,12.4,822.0,5512.0,4.18,True,nexsci
Kepler-1337 b,,,,0.21,0.0201,,,3.033,24.4003,2.875,13.3,588.0,4523.0,4.64,True,nexsci
Kepler-1338 b,,,,0.08,0.00227,,,2.923,0.9351,1.542,12.1,619.0,5909.0,4.41,True,nexsci
Kepler-1339 b,,,,0.06,0.0009,,,2.75,1.3416,1.7009,10.6,267.0,5586.0,4.47,True,nexsci
Kepler-133 b,0.0,0.0,0.004,0.16,0.0118,1365.0,1148.0,3.074,8.13,2.069,11.3,665.37,5736.0,4.19,True,nexsci
Kepler-133 c,0.0,0.001,0.009,0.25,0.0266,871.0,732.0,3.013,31.5176,7.6777,11.3,665.37,5736.0,4.19,True,nexsci
Kepler-1340 b,,,,0.14,0.00951,,,3.093,0.665,1.7384,13.2,1421.0,6331.0,4.24,True,nexsci
Kepler-1341 b,,,,0.27,0.029,,,3.004,132.9968,7.469,12.6,466.0,4662.0,4.62,True,nexsci
Kepler-1342 b,,,,0.15,0.0107,,,3.083,2.2157,1.8915,13.5,941.0,5527.0,4.51,True,nexsci
Kepler-1343 b,,,,0.17,0.0138,,,3.063,3.3518,1.9405,14.0,1307.0,5759.0,4.48,True,nexsci
Kepler-1344 b,,,,0.16,0.0127,,,3.068,4.7683,3.2517,12.6,851.0,5981.0,4.37,True,nexsci
Kepler-1345 b,,,,0.21,0.0194,,,3.033,44.617,7.632,12.6,1164.0,6449.0,4.18,True,nexsci
Kepler-1346 b,,,,0.14,0.00982,,,3.088,3.4017,1.7944,13.1,1123.0,6133.0,4.33,True,nexsci
Kepler-1347 b,,,,0.09,0.0034,,,2.998,14.0095,3.4051,11.5,321.0,5193.0,4.57,True,nexsci
Kepler-1348 b,,,,0.17,0.0139,,,3.061,27.5723,5.292,13.2,1033.0,5911.0,4.42,True,nexsci
Kepler-1349 b,,,,0.06,0.00085,,,2.739,2.1282,3.305,9.8,260.0,6086.0,4.29,True,nexsci
Kepler-134 b,0.001,0.001,0.01,0.18,0.0147,1522.0,1279.0,3.061,5.3174,2.8875,11.0,338.05,5983.0,4.31,True,nexsci
Kepler-134 c,0.0,0.0,0.004,0.11,0.00669,1229.0,1033.0,3.121,10.1058,2.0191,11.0,338.05,5983.0,4.31,True,nexsci
Kepler-1350 b,,,,0.23,0.0217,,,3.026,4.4969,1.7864,13.1,350.0,3827.0,4.74,True,nexsci
Kepler-1350 c,,,,0.15,0.0115,,,3.08,1.7668,1.3395,13.1,350.0,3827.0,4.74,True,nexsci
Kepler-1351 b,,,,0.06,0.00065,,,2.68,0.9161,1.1495,11.5,241.0,4439.0,4.64,True,nexsci
Kepler-1352 b,,,,0.08,0.00201,,,2.902,1.8779,2.327,11.9,637.0,6118.0,4.35,True,nexsci
Kepler-1353 b,,,,0.16,0.0123,,,3.07,24.7544,3.5321,13.1,596.0,4776.0,4.61,True,nexsci
Kepler-1354 b,,,,0.27,0.0287,,,3.006,76.6134,9.762,12.9,1057.0,6168.0,4.31,True,nexsci
Kepler-1355 b,,,,0.13,0.00859,,,3.1,1.2896,1.4219,13.7,963.0,5352.0,4.55,True,nexsci
Kepler-1356 b,,,,0.14,0.0093,,,3.096,0.634,0.9237,13.7,881.0,5106.0,4.58,True,nexsci
Kepler-1357 b,,,,0.11,0.00687,,,3.117,3.0091,2.269,13.6,1026.0,5597.0,4.5,True,nexsci
Kepler-1358 b,,,,0.1,0.00459,,,3.056,7.0632,2.261,12.7,558.0,5181.0,4.57,True,nexsci
Kepler-1359 b,,,,0.25,0.0264,,,3.013,59.4971,5.6021,13.4,669.0,4709.0,4.62,True,nexsci
Kepler-135 b,0.001,0.001,0.007,0.16,0.0124,1520.0,1279.0,3.074,6.0025,3.9088,11.5,632.99,6090.0,4.27,True,nexsci
Kepler-135 c,0.0,0.0,0.004,0.1,0.00521,1226.0,1031.0,3.085,11.4487,4.9109,11.5,632.99,6090.0,4.27,True,nexsci
Kepler-1360 b,,,,0.3,0.0361,,,2.989,40.5286,10.5259,12.5,1405.0,6778.0,4.09,True,nexsci
Kepler-1361 b,,,,0.08,0.00178,,,2.872,3.5755,2.4631,12.0,404.0,5131.0,4.57,True,nexsci
Kepler-1362 b,,,,0.23,0.0229,,,3.023,136.2056,5.491,13.6,767.0,4857.0,4.6,True,nexsci
